specialist_score,specialist_cycle,cm_true_positive,cm_false_positive,cm_false_negative,cm_true_negative,gen
0.56,score,4,6,5,10,941
0.52,fit,6,5,7,7,942
0.52,score,6,5,7,7,943
0.56,fit,5,6,5,9,944
0.56,score,5,6,5,9,945
0.68,fit,6,5,3,11,946
0.68,score,6,5,3,11,947
0.48,fit,4,9,4,8,948
0.48,score,4,9,4,8,949
0.56,fit,5,8,3,9,950
0.56,score,5,8,3,9,951
0.52,fit,4,10,2,9,952
0.52,score,4,10,2,9,953
0.52,fit,4,9,3,9,954
0.52,score,4,9,3,9,955
0.6,fit,4,9,1,11,956
0.6,score,4,9,1,11,957
0.76,score,4,5,1,15,958
0.76,score,6,4,2,13,959
0.68,fit,3,6,2,14,960
0.68,score,3,6,2,14,961
0.68,fit,7,8,0,10,962
0.68,score,7,8,0,10,963
0.72,score,7,5,2,11,964
0.76,score,7,4,2,12,965
0.64,fit,4,6,3,12,966
0.64,score,4,6,3,12,967
0.72,score,5,5,2,13,968
0.56,fit,5,11,0,9,969
0.56,score,5,11,0,9,970
0.68,fit,3,5,3,14,971
0.68,score,3,5,3,14,972
0.88,score,4,2,1,18,973
0.68,fit,3,7,1,14,974
0.68,score,3,7,1,14,975
0.6,fit,7,10,0,8,976
0.6,score,7,10,0,8,977
0.64,fit,1,7,2,15,978
0.64,score,1,7,2,15,979
0.72,score,3,7,0,15,980
0.76,score,6,5,1,13,981
0.76,score,7,6,0,12,982
0.56,fit,2,7,4,12,983
0.56,score,2,7,4,12,984
0.8,score,4,4,1,16,985
0.64,fit,1,7,2,15,986
0.64,score,1,7,2,15,987
0.6,fit,3,8,2,12,988
0.6,score,3,8,2,12,989
0.6,fit,2,9,1,13,990
0.6,score,2,9,1,13,991
0.72,score,2,5,2,16,992
0.68,fit,2,6,2,15,993
0.68,score,2,6,2,15,994
0.76,score,9,6,0,10,995
0.6,fit,4,10,0,11,996
0.6,score,4,10,0,11,997
0.68,fit,0,8,0,17,998
0.68,score,0,8,0,17,999
0.56,fit,4,9,2,10,1000
0.56,score,4,9,2,10,1001
0.48,fit,3,12,1,9,1002
0.48,score,3,12,1,9,1003
0.72,score,4,6,1,14,1004
0.68,fit,4,8,0,13,1005
0.68,score,4,8,0,13,1006
0.72,score,4,7,0,14,1007
0.6,fit,4,10,0,11,1008
0.6,score,4,10,0,11,1009
0.6,fit,2,10,0,13,1010
0.6,score,2,10,0,13,1011
0.72,score,3,5,2,15,1012
0.68,fit,1,8,0,16,1013
0.68,score,1,8,0,16,1014
0.76,score,4,6,0,15,1015
0.64,fit,2,9,0,14,1016
0.64,score,2,9,0,14,1017
0.64,fit,1,9,0,15,1018
0.64,score,1,9,0,15,1019
0.84,score,1,4,0,20,1020
0.68,fit,1,7,1,16,1021
0.68,score,1,7,1,16,1022
0.6,fit,3,10,0,12,1023
0.6,score,3,10,0,12,1024
0.56,fit,0,11,0,14,1025
0.56,score,0,11,0,14,1026
0.68,fit,1,8,0,16,1027
0.68,score,1,8,0,16,1028
0.84,score,5,4,0,16,1029
0.44,fit,1,13,1,10,1030
0.44,score,1,13,1,10,1031
0.72,score,0,6,1,18,1032
0.44,fit,1,14,0,10,1033
0.44,score,1,14,0,10,1034
0.56,fit,1,11,0,13,1035
0.56,score,1,11,0,13,1036
0.76,score,2,6,0,17,1037
0.48,fit,1,12,1,11,1038
0.48,score,1,12,1,11,1039
0.56,fit,2,11,0,12,1040
0.56,score,2,11,0,12,1041
0.56,fit,2,11,0,12,1042
0.56,score,2,11,0,12,1043
0.52,fit,2,12,0,11,1044
0.52,score,2,12,0,11,1045
0.64,fit,2,9,0,14,1046
0.64,score,2,9,0,14,1047
0.72,score,4,6,1,14,1048
0.6,fit,1,10,0,14,1049
0.6,score,1,10,0,14,1050
0.52,fit,1,11,1,12,1051
0.52,score,1,11,1,12,1052
0.52,fit,0,10,2,13,1053
0.52,score,0,10,2,13,1054
0.68,fit,5,7,1,12,1055
0.68,score,5,7,1,12,1056
0.64,fit,0,9,0,16,1057
0.64,score,0,9,0,16,1058
0.52,fit,4,12,0,9,1059
0.52,score,4,12,0,9,1060
0.68,fit,2,8,0,15,1061
0.68,score,2,8,0,15,1062
0.6,fit,0,10,0,15,1063
0.6,score,0,10,0,15,1064
0.52,fit,0,12,0,13,1065
0.52,score,0,12,0,13,1066
0.6,fit,2,9,1,13,1067
0.6,score,2,9,1,13,1068
0.68,fit,1,8,0,16,1069
0.68,score,1,8,0,16,1070
0.64,fit,0,9,0,16,1071
0.64,score,0,9,0,16,1072
0.64,fit,1,9,0,15,1073
0.64,score,1,9,0,15,1074
0.68,fit,0,8,0,17,1075
0.68,score,0,8,0,17,1076
0.68,fit,0,8,0,17,1077
0.68,score,0,8,0,17,1078
0.64,fit,0,9,0,16,1079
0.64,score,0,9,0,16,1080
0.64,fit,3,9,0,13,1081
0.64,score,3,9,0,13,1082
0.64,fit,1,9,0,15,1083
0.64,score,1,9,0,15,1084
0.84,score,0,4,0,21,1085
0.68,fit,1,8,0,16,1086
0.68,score,1,8,0,16,1087
0.6,fit,1,10,0,14,1088
0.6,score,1,10,0,14,1089
0.68,fit,0,8,0,17,1090
0.68,score,0,8,0,17,1091
0.64,fit,0,9,0,16,1092
0.64,score,0,9,0,16,1093
0.52,fit,0,12,0,13,1094
0.52,score,0,12,0,13,1095
0.56,fit,0,11,0,14,1096
0.56,score,0,11,0,14,1097
0.6,fit,1,10,0,14,1098
0.6,score,1,10,0,14,1099
0.56,fit,1,11,0,13,1100
0.56,score,1,11,0,13,1101
0.64,fit,2,9,0,14,1102
0.64,score,2,9,0,14,1103
0.44,fit,0,14,0,11,1104
0.44,score,0,14,0,11,1105
0.68,fit,1,8,0,16,1106
0.68,score,1,8,0,16,1107
0.72,score,1,7,0,17,1108
0.68,fit,0,8,0,17,1109
0.68,score,0,8,0,17,1110
0.64,fit,0,9,0,16,1111
0.64,score,0,9,0,16,1112
0.52,fit,0,12,0,13,1113
0.52,score,0,12,0,13,1114
0.48,fit,0,13,0,12,1115
0.48,score,0,13,0,12,1116
0.6,fit,0,9,1,15,1117
0.6,score,0,9,1,15,1118
0.44,fit,0,14,0,11,1119
0.44,score,0,14,0,11,1120
0.72,score,0,7,0,18,1121
0.64,fit,1,9,0,15,1122
0.64,score,1,9,0,15,1123
0.56,fit,1,11,0,13,1124
0.56,score,1,11,0,13,1125
0.56,fit,2,11,0,12,1126
0.56,score,2,11,0,12,1127
0.68,fit,0,8,0,17,1128
0.68,score,0,8,0,17,1129
0.6,fit,0,10,0,15,1130
0.6,score,0,10,0,15,1131
0.64,fit,0,9,0,16,1132
0.64,score,0,9,0,16,1133
0.56,fit,0,11,0,14,1134
0.56,score,0,11,0,14,1135
0.64,fit,0,9,0,16,1136
0.64,score,0,9,0,16,1137
0.6,fit,0,10,0,15,1138
0.6,score,0,10,0,15,1139
0.56,fit,0,11,0,14,1140
0.56,score,0,11,0,14,1141
0.64,fit,0,9,0,16,1142
0.64,score,0,9,0,16,1143
0.68,fit,0,8,0,17,1144
0.68,score,0,8,0,17,1145
0.56,fit,0,11,0,14,1146
0.56,score,0,11,0,14,1147
0.88,score,0,3,0,22,1148
0.56,fit,0,11,0,14,1149
0.56,score,0,11,0,14,1150
0.64,fit,0,9,0,16,1151
0.64,score,0,9,0,16,1152
0.64,fit,0,9,0,16,1153
0.64,score,0,9,0,16,1154
0.64,fit,0,9,0,16,1155
0.64,score,0,9,0,16,1156
0.84,score,0,4,0,21,1157
0.56,fit,0,11,0,14,1158
0.56,score,0,11,0,14,1159
0.6,fit,0,10,0,15,1160
0.6,score,0,10,0,15,1161
0.68,fit,0,8,0,17,1162
0.68,score,0,8,0,17,1163
0.6,fit,0,10,0,15,1164
0.6,score,0,10,0,15,1165
0.72,score,0,7,0,18,1166
0.64,fit,0,9,0,16,1167
0.64,score,0,9,0,16,1168
0.64,fit,0,9,0,16,1169
0.64,score,0,9,0,16,1170
0.8,score,0,5,0,20,1171
0.68,fit,0,8,0,17,1172
0.68,score,0,8,0,17,1173
0.68,fit,0,8,0,17,1174
0.68,score,0,8,0,17,1175
0.6,fit,0,10,0,15,1176
0.6,score,0,10,0,15,1177
0.6,fit,0,10,0,15,1178
0.6,score,0,10,0,15,1179
0.72,score,0,7,0,18,1180
0.6,fit,0,10,0,15,1181
0.6,score,0,10,0,15,1182
0.56,fit,0,11,0,14,1183
0.56,score,0,11,0,14,1184
0.84,score,0,4,0,21,1185
0.8,score,0,5,0,20,1186
0.76,score,0,6,0,19,1187
0.6,fit,0,10,0,15,1188
0.6,score,0,10,0,15,1189
0.64,fit,0,9,0,16,1190
0.64,score,0,9,0,16,1191
0.48,fit,0,13,0,12,1192
0.48,score,0,13,0,12,1193
0.64,fit,0,9,0,16,1194
0.64,score,0,9,0,16,1195
0.52,fit,0,12,0,13,1196
0.52,score,0,12,0,13,1197
0.72,score,0,7,0,18,1198
0.76,score,0,6,0,19,1199
0.56,fit,0,11,0,14,1200
0.56,score,0,11,0,14,1201
0.68,fit,0,8,0,17,1202
0.68,score,0,8,0,17,1203
0.8,score,0,5,0,20,1204
0.84,score,0,4,0,21,1205
0.72,score,0,7,0,18,1206
0.56,fit,0,11,0,14,1207
0.56,score,0,11,0,14,1208
0.68,fit,0,8,0,17,1209
0.68,score,0,8,0,17,1210
0.56,fit,0,11,0,14,1211
0.56,score,0,11,0,14,1212
0.84,score,0,4,0,21,1213
0.84,score,0,4,0,21,1214
0.64,fit,0,9,0,16,1215
0.64,score,0,9,0,16,1216
0.64,fit,0,9,0,16,1217
0.64,score,0,9,0,16,1218
0.48,fit,0,13,0,12,1219
0.48,score,0,13,0,12,1220
0.68,fit,0,8,0,17,1221
0.68,score,0,8,0,17,1222
0.68,fit,0,8,0,17,1223
0.68,score,0,8,0,17,1224
0.52,fit,0,12,0,13,1225
0.52,score,0,12,0,13,1226
0.72,score,0,7,0,18,1227
0.68,fit,0,8,0,17,1228
0.68,score,0,8,0,17,1229
0.52,fit,0,12,0,13,1230
0.52,score,0,12,0,13,1231
0.64,fit,0,9,0,16,1232
0.64,score,0,9,0,16,1233
0.64,fit,0,9,0,16,1234
0.64,score,0,9,0,16,1235
0.64,fit,0,9,0,16,1236
0.64,score,0,9,0,16,1237
0.6,fit,0,10,0,15,1238
0.6,score,0,10,0,15,1239
0.52,fit,0,12,0,13,1240
0.52,score,0,12,0,13,1241
0.76,score,0,6,0,19,1242
0.6,fit,0,10,0,15,1243
0.6,score,0,10,0,15,1244
0.76,score,0,6,0,19,1245
0.72,score,0,7,0,18,1246
0.72,score,0,7,0,18,1247
0.52,fit,0,12,0,13,1248
0.52,score,0,12,0,13,1249
0.72,score,0,7,0,18,1250
0.56,fit,0,11,0,14,1251
0.56,score,0,11,0,14,1252
0.6,fit,0,10,0,15,1253
0.6,score,0,10,0,15,1254
0.72,score,0,7,0,18,1255
0.72,score,0,7,0,18,1256
0.92,score,0,2,0,23,1257
0.6,fit,0,10,0,15,1258
0.6,score,0,10,0,15,1259
0.8,score,0,5,0,20,1260
0.56,fit,0,11,0,14,1261
0.56,score,0,11,0,14,1262
0.64,fit,0,9,0,16,1263
0.64,score,0,9,0,16,1264
0.68,fit,0,8,0,17,1265
0.68,score,0,8,0,17,1266
0.8,score,0,5,0,20,1267
0.68,fit,0,8,0,17,1268
0.68,score,0,8,0,17,1269
0.52,fit,0,12,0,13,1270
0.52,score,0,12,0,13,1271
0.6,fit,0,10,0,15,1272
0.6,score,0,10,0,15,1273
0.64,fit,0,9,0,16,1274
0.64,score,0,9,0,16,1275
0.72,score,0,7,0,18,1276
0.72,score,0,7,0,18,1277
0.68,fit,0,8,0,17,1278
0.68,score,0,8,0,17,1279
0.8,score,0,5,0,20,1280
0.6,fit,0,10,0,15,1281
0.6,score,0,10,0,15,1282
0.56,fit,0,11,0,14,1283
0.56,score,0,11,0,14,1284
0.76,score,0,6,0,19,1285
0.56,fit,0,11,0,14,1286
0.56,score,0,11,0,14,1287
0.72,score,0,7,0,18,1288
0.68,fit,0,8,0,17,1289
0.68,score,0,8,0,17,1290
0.6,fit,0,10,0,15,1291
0.6,score,0,10,0,15,1292
0.72,score,0,7,0,18,1293
0.8,score,0,5,0,20,1294
0.84,score,0,4,0,21,1295
0.6,fit,0,10,0,15,1296
0.6,score,0,10,0,15,1297
0.64,fit,0,9,0,16,1298
0.64,score,0,9,0,16,1299
0.56,fit,0,11,0,14,1300
0.56,score,0,11,0,14,1301
0.68,fit,0,8,0,17,1302
0.68,score,0,8,0,17,1303
0.56,fit,0,11,0,14,1304
0.56,score,0,11,0,14,1305
0.72,score,0,7,0,18,1306
0.76,score,0,6,0,19,1307
0.64,fit,0,9,0,16,1308
0.64,score,0,9,0,16,1309
0.68,fit,0,8,0,17,1310
0.68,score,0,8,0,17,1311
0.72,score,0,7,0,18,1312
0.8,score,0,5,0,20,1313
0.72,score,0,7,0,18,1314
0.64,fit,0,9,0,16,1315
0.64,score,0,9,0,16,1316
0.68,fit,0,8,0,17,1317
0.68,score,0,8,0,17,1318
0.64,fit,0,9,0,16,1319
0.64,score,0,9,0,16,1320
0.56,fit,0,11,0,14,1321
0.56,score,0,11,0,14,1322
0.68,fit,0,8,0,17,1323
0.68,score,0,8,0,17,1324
0.56,fit,0,11,0,14,1325
0.56,score,0,11,0,14,1326
0.64,fit,0,9,0,16,1327
0.64,score,0,9,0,16,1328
0.68,fit,0,8,0,17,1329
0.68,score,0,8,0,17,1330
0.84,score,0,4,0,21,1331
0.72,score,0,7,0,18,1332
0.6,fit,0,10,0,15,1333
0.6,score,0,10,0,15,1334
0.68,fit,0,8,0,17,1335
0.68,score,0,8,0,17,1336
0.6,fit,0,10,0,15,1337
0.6,score,0,10,0,15,1338
0.84,score,0,4,0,21,1339
0.76,score,0,6,0,19,1340
0.52,fit,0,12,0,13,1341
0.52,score,0,12,0,13,1342
0.76,score,0,6,0,19,1343
0.6,fit,0,10,0,15,1344
0.6,score,0,10,0,15,1345
0.84,score,0,4,0,21,1346
0.6,fit,0,10,0,15,1347
0.6,score,0,10,0,15,1348
0.72,score,0,7,0,18,1349
0.64,fit,0,9,0,16,1350
0.64,score,0,9,0,16,1351
0.68,fit,0,8,0,17,1352
0.68,score,0,8,0,17,1353
0.6,fit,0,10,0,15,1354
0.6,score,0,10,0,15,1355
0.68,fit,0,8,0,17,1356
0.68,score,0,8,0,17,1357
0.44,fit,0,14,0,11,1358
0.44,score,0,14,0,11,1359
0.84,score,0,4,0,21,1360
0.64,fit,0,9,0,16,1361
0.64,score,0,9,0,16,1362
0.88,score,0,3,0,22,1363
0.8,score,0,5,0,20,1364
0.68,fit,0,8,0,17,1365
0.68,score,0,8,0,17,1366
0.72,score,0,7,0,18,1367
0.72,score,0,7,0,18,1368
0.56,fit,0,11,0,14,1369
0.56,score,0,11,0,14,1370
0.72,score,0,7,0,18,1371
0.76,score,0,6,0,19,1372
0.8,score,0,5,0,20,1373
0.72,score,0,7,0,18,1374
0.48,fit,0,13,0,12,1375
0.48,score,0,13,0,12,1376
0.68,fit,0,8,0,17,1377
0.68,score,0,8,0,17,1378
0.64,fit,0,9,0,16,1379
0.64,score,0,9,0,16,1380
0.76,score,0,6,0,19,1381
0.6,fit,0,10,0,15,1382
0.6,score,0,10,0,15,1383
0.68,fit,0,8,0,17,1384
0.68,score,0,8,0,17,1385
0.52,fit,0,12,0,13,1386
0.52,score,0,12,0,13,1387
0.76,score,0,6,0,19,1388
0.72,score,0,7,0,18,1389
0.6,fit,0,10,0,15,1390
0.6,score,0,10,0,15,1391
0.8,score,0,5,0,20,1392
0.56,fit,0,11,0,14,1393
0.56,score,0,11,0,14,1394
0.76,score,0,6,0,19,1395
0.68,fit,0,8,0,17,1396
0.68,score,0,8,0,17,1397
0.52,fit,0,12,0,13,1398
0.52,score,0,12,0,13,1399
0.52,fit,0,12,0,13,1400
0.52,score,0,12,0,13,1401
0.76,score,0,6,0,19,1402
0.8,score,0,5,0,20,1403
0.6,fit,0,10,0,15,1404
0.6,score,0,10,0,15,1405
0.72,score,0,7,0,18,1406
0.6,fit,0,10,0,15,1407
0.6,score,0,10,0,15,1408
0.6,fit,0,10,0,15,1409
0.6,score,0,10,0,15,1410
0.64,fit,0,9,0,16,1411
0.64,score,0,9,0,16,1412
0.68,fit,0,8,0,17,1413
0.68,score,0,8,0,17,1414
0.76,score,0,6,0,19,1415
0.72,score,0,7,0,18,1416
0.56,fit,0,11,0,14,1417
0.56,score,0,11,0,14,1418
0.6,fit,0,10,0,15,1419
0.6,score,0,10,0,15,1420
0.84,score,0,4,0,21,1421
0.6,fit,0,10,0,15,1422
0.6,score,0,10,0,15,1423
0.68,fit,0,8,0,17,1424
0.68,score,0,8,0,17,1425
0.8,score,0,5,0,20,1426
0.68,fit,0,8,0,17,1427
0.68,score,0,8,0,17,1428
0.76,score,0,6,0,19,1429
0.52,fit,0,12,0,13,1430
0.52,score,0,12,0,13,1431
0.64,fit,0,9,0,16,1432
0.64,score,0,9,0,16,1433
0.8,score,0,5,0,20,1434
0.72,score,0,7,0,18,1435
0.72,score,0,7,0,18,1436
0.64,fit,0,9,0,16,1437
0.64,score,0,9,0,16,1438
0.84,score,0,4,0,21,1439
0.76,score,0,6,0,19,1440
0.56,fit,0,11,0,14,1441
0.56,score,0,11,0,14,1442
0.68,fit,0,8,0,17,1443
0.68,score,0,8,0,17,1444
0.56,fit,0,11,0,14,1445
0.56,score,0,11,0,14,1446
0.68,fit,0,8,0,17,1447
0.68,score,0,8,0,17,1448
0.6,fit,0,10,0,15,1449
0.6,score,0,10,0,15,1450
0.72,score,0,7,0,18,1451
0.6,fit,0,10,0,15,1452
0.6,score,0,10,0,15,1453
0.72,score,0,7,0,18,1454
0.56,fit,0,11,0,14,1455
0.56,score,0,11,0,14,1456
0.72,score,0,7,0,18,1457
0.6,fit,0,10,0,15,1458
0.6,score,0,10,0,15,1459
0.64,fit,0,9,0,16,1460
0.64,score,0,9,0,16,1461
0.68,fit,0,8,0,17,1462
0.68,score,0,8,0,17,1463
0.68,fit,0,8,0,17,1464
0.68,score,0,8,0,17,1465
0.6,fit,0,10,0,15,1466
0.6,score,0,10,0,15,1467
0.76,score,0,6,0,19,1468
0.72,score,0,7,0,18,1469
0.72,score,0,7,0,18,1470
0.64,fit,0,9,0,16,1471
0.64,score,0,9,0,16,1472
0.76,score,0,6,0,19,1473
0.76,score,0,6,0,19,1474
0.56,fit,0,11,0,14,1475
0.56,score,0,11,0,14,1476
0.64,fit,0,9,0,16,1477
0.64,score,0,9,0,16,1478
0.64,fit,0,9,0,16,1479
0.64,score,0,9,0,16,1480
0.8,score,0,5,0,20,1481
0.8,score,0,5,0,20,1482
0.8,score,0,5,0,20,1483
0.72,score,0,7,0,18,1484
0.64,fit,0,9,0,16,1485
0.64,score,0,9,0,16,1486
0.8,score,0,5,0,20,1487
0.76,score,0,6,0,19,1488
0.72,score,0,7,0,18,1489
0.6,fit,0,10,0,15,1490
0.6,score,0,10,0,15,1491
0.84,score,0,4,0,21,1492
0.68,fit,0,8,0,17,1493
0.68,score,0,8,0,17,1494
0.56,fit,0,11,0,14,1495
0.56,score,0,11,0,14,1496
0.6,fit,0,10,0,15,1497
0.6,score,0,10,0,15,1498
0.72,score,0,7,0,18,1499
0.76,score,0,6,0,19,1500
0.68,fit,0,8,0,17,1501
0.68,score,0,8,0,17,1502
0.72,score,0,7,0,18,1503
0.76,score,0,6,0,19,1504
0.84,score,0,4,0,21,1505
0.56,fit,0,11,0,14,1506
0.56,score,0,11,0,14,1507
0.64,fit,0,9,0,16,1508
0.64,score,0,9,0,16,1509
0.56,fit,0,11,0,14,1510
0.56,score,0,11,0,14,1511
0.68,fit,0,8,0,17,1512
0.68,score,0,8,0,17,1513
0.6,fit,0,10,0,15,1514
